RACE,DATE,COND,DIST,SURF,FIN,ODDS,HORSE,JOCKEY,TRAINER,SIRE,BR-SIRE,LAST RACE,WATCH,NOTES,START_TIME,END_TIME
7,2016-07-31,MSW-F,6.0,D,7,11.6,Defrock,"Alvarado, Junior","Mott, William",Blame,Pulpit,,,,2016-07-31 19:00:00,2016-07-31 19:01:18.000
7,2016-07-31,MSW-F,6.0,D,8,8.1,Warrior Hall,"Rosario, Joel","Clement, Christophe",War Front,Mr. Greeley,,,,2016-07-31 19:00:00,2016-07-31 19:01:18.000
1,2016-08-01,MCL,5.5,D,1,4.7,Seeking Payment,"Castellano, Javier","Kenneally, Eddie",Quality Road,Victory Gallop,,,,2016-08-01 13:00:00,2016-08-01 13:01:11.500
1,2016-08-01,MCL,5.5,D,2,2.05,Helluva Choice,"Ortiz, Irad","Asmussen, Steven",Wildcat Heir,Tactical Cat,BEL 2-7/14/16 4,,,2016-08-01 13:00:00,2016-08-01 13:01:11.500
1,2016-08-01,MCL,5.5,D,3,2.95,Bajan Cash,"Rosario, Joel","Ward, Wesley",Speightstown,Awesome Again,MTH 1-7/10/16 2,,,2016-08-01 13:00:00,2016-08-01 13:01:11.500
1,2016-08-01,MCL,5.5,D,4,10.3,Over Promised,"Davis, Dylan","Hushion, Michael",To Honor and Serve,Unbridled's Song,,,,2016-08-01 13:00:00,2016-08-01 13:01:11.500
1,2016-08-01,MCL,5.5,D,5,14.9,Tiz Always His Way,"Alvarado, Junior","Schettino, Dominick",Tizway,Pancho Villa,,,,2016-08-01 13:00:00,2016-08-01 13:01:11.500
1,2016-08-01,MCL,5.5,D,6,6.1,Perplexed,"Saez, Luis","Lukas, D. Wayne",Maimonides,Include,,,,2016-08-01 13:00:00,2016-08-01 13:01:11.500
1,2016-08-01,MCL,5.5,D,7,6.1,Mabrouk,"Santana, Ricardo","Terranova, John",Congrats,Forest Wildcat,,,,2016-08-01 13:00:00,2016-08-01 13:01:11.500
1,2016-08-01,MCL,5.5,D,8,5.6,Hammers Thirsty,"Leparoux, Julien","Lynch, Brian",Stay Thirsty,Star de Naskra,,,,2016-08-01 13:00:00,2016-08-01 13:01:11.500
3,2016-08-04,MCL-F,5.5,D,1,6.0,Kissin Cassie,"Davis, Dylan","Barker, Edward",High Cotton,Kissin Kris,,,Raced for purse money only,2016-08-04 15:00:00,2016-08-04 15:01:11.500
3,2016-08-04,MCL-F,5.5,D,2,33.0,Promise Me Tiz,"Arroyo, Angel","Persaud, Randi",Interactif,Tiznow,,,"Ran second, placed first for wagering purposes",2016-08-04 15:00:00,2016-08-04 15:01:11.500
3,2016-08-04,MCL-F,5.5,D,3,3.1,Murrell's Belle,"Ortiz, Jose","Gullo, Gary",Bellamy Road,Malibu Moon,BEL 1-6/22/16 4,,,2016-08-04 15:00:00,2016-08-04 15:01:11.500
3,2016-08-04,MCL-F,5.5,D,4,2.0,Hoponthebusgus,"Ortiz, Irad","Rodriguez, Rudy",Warrior's Reward,Johar,,,,2016-08-04 15:00:00,2016-08-04 15:01:11.500
3,2016-08-04,MCL-F,5.5,D,5,9.6,Banty's Girl,"Franco, Manuel","Albertrani, Thomas",Shackleford,Mass Media,,,,2016-08-04 15:00:00,2016-08-04 15:01:11.500
3,2016-08-04,MCL-F,5.5,D,6,3.7,Bellelarama,"Leparoux, Julien","Asmussen, Steven",Girolamo,Silver Deputy,BEL 2-6/16/16 10,,,2016-08-04 15:00:00,2016-08-04 15:01:11.500
3,2016-08-04,MCL-F,5.5,D,7,4.2,Tizway That Way,"Geroux, Florent","Rivelli, Larry",Tizway,Pulpit,AP 3-7/15/16 4,,,2016-08-04 15:00:00,2016-08-04 15:01:11.500
3,2016-08-04,MCL-F,5.5,D,8,9.5,Briar Rose,"Davis, Jacqueline","Martin, Carlos",To Honor and Serve,Successful Appeal,BEL 2-5/29/16 7,,,2016-08-04 15:00:00,2016-08-04 15:01:11.500
6,2016-08-04,MSW-F-NY,6.0,D,1,5.2,Passporttovictory,"Castellano, Javier","Morley, Thomas",Frost Giant,Not For Love,BEL 4-7/8/16 3,,,2016-08-04 18:00:00,2016-08-04 18:01:18.000
6,2016-08-04,MSW-F-NY,6.0,D,2,8.6,Tainted Angel,"Saez, Luis","Adsit, Abigail",Yes It's True,Smoke Glacken,BEL 4-7/8/16 2,,,2016-08-04 18:00:00,2016-08-04 18:01:18.000
6,2016-08-04,MSW-F-NY,6.0,D,3,3.05,Great Neck,"Bridgmohan, Shaun","Cox, Brad",Tapizar,Lemon Drop Kid,,,,2016-08-04 18:00:00,2016-08-04 18:01:18.000
6,2016-08-04,MSW-F-NY,6.0,D,4,15.5,Tiznow's Smile,"Santana, Ricardo","Baker, Charlton",Tiznow,Dixie Brass,,,,2016-08-04 18:00:00,2016-08-04 18:01:18.000
6,2016-08-04,MSW-F-NY,6.0,D,5,3.7,About That Base,"Velazquez, John","Pletcher, Todd",Bellamy Road,American Chance,,,,2016-08-04 18:00:00,2016-08-04 18:01:18.000
6,2016-08-04,MSW-F-NY,6.0,D,6,34.75,Lover's Key,"Geroux, Florent","Bush, Tom",Frost Giant,Victory Gallop,,,,2016-08-04 18:00:00,2016-08-04 18:01:18.000
6,2016-08-04,MSW-F-NY,6.0,D,7,3.15,Skyler's Lil Cutie,"Franco, Manuel","Mareina, Michael",Mission Impazible,Friends Lake,,,,2016-08-04 18:00:00,2016-08-04 18:01:18.000
6,2016-08-04,MSW-F-NY,6.0,D,8,15.9,Got the Gist,"Lopez, Paco","Reynolds, Patrick",Lookin at Lucky,Cuvee,,,,2016-08-04 18:00:00,2016-08-04 18:01:18.000
6,2016-08-04,MSW-F-NY,6.0,D,9,19.2,You Promise,"Luzzi, Michael","Brown, Bruce",Sidney's Candy,Capote,,,,2016-08-04 18:00:00,2016-08-04 18:01:18.000
6,2016-08-04,MSW-F-NY,6.0,D,10,33.5,Miss Horoscope,"Arroyo, Angel","Adsit, Abigail",Astrology,Elusive Quality,,,,2016-08-04 18:00:00,2016-08-04 18:01:18.000
1,2016-08-06,MSW,8.5,T,1,8.0,Keep Quiet (FR),"Ortiz, Irad","Casse, Mark",Elusive City,Sillery,BEL 2-7/1/16 5,,,2016-08-06 13:00:00,2016-08-06 13:01:50.500
1,2016-08-06,MSW,8.5,T,2,3.95,Panama Papers,"Franco, Manuel","Hushion, Michael",English Channel,Elusive Quality,BEL 2-7/14/16 3,,,2016-08-06 13:00:00,2016-08-06 13:01:50.500
1,2016-08-06,MSW,8.5,T,3,5.5,Blame Will,"Saez, Luis","Lukas, D. Wayne",Blame,Forest Wildcat,CD 2-6/23/16 4,,,2016-08-06 13:00:00,2016-08-06 13:01:50.500
1,2016-08-06,MSW,8.5,T,4,9.7,Ultron,"Alvarado, Junior","Mott, William",Proud Citizen,Horse Chestnut (SAF),SAR 3-7/30/16 9,,,2016-08-06 13:00:00,2016-08-06 13:01:50.500
1,2016-08-06,MSW,8.5,T,5,25.5,Kid Perfect,"Leparoux, Julien","McPeek, Kenny",Majesticperfection,Lemon Drop Kid,,,,2016-08-06 13:00:00,2016-08-06 13:01:50.500
1,2016-08-06,MSW,8.5,T,6,1.35,Brooklyn Bobby,"Rosario, Joel","Lynch, Brian",Frankel (GB),Thunder Gulch,,,,2016-08-06 13:00:00,2016-08-06 13:01:50.500
1,2016-08-06,MSW,8.5,T,7,58.75,Makarios,"Cancel, Eric","Zito, Nicholas",Giant's Causeway,Mr. Prospector,,,,2016-08-06 13:00:00,2016-08-06 13:01:50.500
1,2016-08-06,MSW,8.5,T,8,10.9,Giant Brownie,"Castellano, Javier","Contessa, Gary",Big Brown,Woodman,BEL 2-7/14/16 5,,,2016-08-06 13:00:00,2016-08-06 13:01:50.500
1,2016-08-06,MSW,8.5,T,9,68.75,Golden Away,"Santana, Ricardo","Mejia, Jaime",Giant's Causeway,Hansel,,,,2016-08-06 13:00:00,2016-08-06 13:01:50.500
1,2016-08-06,MSW,8.5,T,10,16.8,The Great Samurai,"Velazquez, John","Donk, David",First Samurai,Distorted Humor,BEL 1-7/4/16 2,,,2016-08-06 13:00:00,2016-08-06 13:01:50.500
2,2016-08-06,MSW,6.0,D,1,2.4,Practical Joke,"Ortiz, Irad","Brown, Chad",Into Mischief,Distorted Humor,,,,2016-08-06 14:00:00,2016-08-06 14:01:18.000
2,2016-08-06,MSW,6.0,D,2,4.1,Northern,"Castellano, Javier","Ward, Wesley",Adios Charlie,Vicar,,,,2016-08-06 14:00:00,2016-08-06 14:01:18.000
2,2016-08-06,MSW,6.0,D,3,13.8,Newman,"Rosario, Joel","Albertrani, Thomas",Bernardini,Forestry,,,,2016-08-06 14:00:00,2016-08-06 14:01:18.000
2,2016-08-06,MSW,6.0,D,4,13.0,Air on Fire,"Leparoux, Julien","Moquett, Ronald",Unbridled's Song,Pulpit,,,,2016-08-06 14:00:00,2016-08-06 14:01:18.000
2,2016-08-06,MSW,6.0,D,5,15.6,Daddy's Placer,"Santana, Ricardo","Amoss, Thomas",Scat Daddy,Even the Score,,,,2016-08-06 14:00:00,2016-08-06 14:01:18.000
2,2016-08-06,MSW,6.0,D,6,26.75,Hammerin Aamer,"Ortiz, Jose","Rodriguez, Rudy",Jump Start,Smoke Glacken,,,,2016-08-06 14:00:00,2016-08-06 14:01:18.000
2,2016-08-06,MSW,6.0,D,7,4.3,Tyler U,"Saez, Luis","Lynch, Brian",Into Mischief,Tapit,BEL 1-7/9/16 5,,,2016-08-06 14:00:00,2016-08-06 14:01:18.000
2,2016-08-06,MSW,6.0,D,8,12.8,Borsa Vento,"Cancel, Eric","Zito, Nicholas",Uncle Mo,Crafty Prospector,,,,2016-08-06 14:00:00,2016-08-06 14:01:18.000
2,2016-08-06,MSW,6.0,D,9,23.1,Millenial,"Franco, Manuel","Lukas, D. Wayne",Speightstown,A.P. Indy,,,,2016-08-06 14:00:00,2016-08-06 14:01:18.000
2,2016-08-06,MSW,6.0,D,10,4.9,Hieroglyphics,"Velazquez, John","Pletcher, Todd",Pioneerof the Nile,Limehouse,,,,2016-08-06 14:00:00,2016-08-06 14:01:18.000
6,2016-08-06,MSW,6.0,D,1,6.0,Fact Finding,"Velazquez, John","Pletcher, Todd",The Factor,Deputy Commander,,,,2016-08-06 18:00:00,2016-08-06 18:01:18.000
6,2016-08-06,MSW,6.0,D,2,2.85,Casses Story,"Leparoux, Julien","Casse, Mark",Bernardini,More Than Ready,CD 3-6/30/16 2,,,2016-08-06 18:00:00,2016-08-06 18:01:18.000
6,2016-08-06,MSW,6.0,D,3,6.5,Fillet of Sole,"Saez, Luis","Schettino, Dominick",Union Rags,Devil's Bag,BEL 1-7/9/16 3,,,2016-08-06 18:00:00,2016-08-06 18:01:18.000
6,2016-08-06,MSW,6.0,D,4,22.4,Lenstar,"Ortiz, Jose","Zito, Nicholas",Shackleford,Cryptoclearance,,,,2016-08-06 18:00:00,2016-08-06 18:01:18.000
6,2016-08-06,MSW,6.0,D,5,15.5,Classic Cotton,"Bridgmohan, Shaun","Wismer, Troy",High Cotton,Montbrook,,,,2016-08-06 18:00:00,2016-08-06 18:01:18.000
6,2016-08-06,MSW,6.0,D,6,44.0,Dilettante,"Santana, Ricardo","Lukas, D. Wayne",Unbridled's Song,Distorted Humor,,,,2016-08-06 18:00:00,2016-08-06 18:01:18.000
6,2016-08-06,MSW,6.0,D,7,18.7,True Valor,"Alvarado, Junior","Desormeaux, Keith",Yes It's True,Grand Slam,BEL 1-7/9/16 4,,,2016-08-06 18:00:00,2016-08-06 18:01:18.000
6,2016-08-06,MSW,6.0,D,8,2.45,Theoryintopractice,"Ortiz, Irad","Brown, Chad",Into Mischief,Yonaguska,,,,2016-08-06 18:00:00,2016-08-06 18:01:18.000
6,2016-08-06,MSW,6.0,D,9,5.6,Curlout,"Franco, Manuel","Mareina, Michael",Curlin,Summer Squall,,,,2016-08-06 18:00:00,2016-08-06 18:01:18.000
6,2016-08-06,MSW,6.0,D,10,22.3,Mears,"Castellano, Javier","Albertrani, Thomas",Street Cry (IRE),A.P. Indy,,,,2016-08-06 18:00:00,2016-08-06 18:01:18.000
6,2016-08-07,MSW-F,5.5,D,1,1.45,Cherry Lodge,"Velazquez, John","Pletcher, Todd",Bernardini,Carson City,,,,2016-08-07 18:00:00,2016-08-07 18:01:11.500
6,2016-08-07,MSW-F,5.5,D,2,1.95,Amapola,"Rosario, Joel","Mott, William",Broken Vow,Dixie Union,GP 3-5/25/16 6,,,2016-08-07 18:00:00,2016-08-07 18:01:11.500
6,2016-08-07,MSW-F,5.5,D,3,4.7,In It for the Gold,"Ortiz, Irad","Rodriguez, Rudy",Speightstown,Value Plus,BEL 1-7/2/16 3,,,2016-08-07 18:00:00,2016-08-07 18:01:11.500
6,2016-08-07,MSW-F,5.5,D,4,45.0,Posse Needed,"Alvarado, Junior","Hennig, Mark",Caleb's Posse,Unbridled,,,,2016-08-07 18:00:00,2016-08-07 18:01:11.500
6,2016-08-07,MSW-F,5.5,D,5,11.3,Tiz Rae Anna,"Ortiz, Jose","Englehart, Jeremiah",Tiz Wonderful,Stephen Got Even,,,,2016-08-07 18:00:00,2016-08-07 18:01:11.500
6,2016-08-07,MSW-F,5.5,D,6,26.75,Gulf,"Franco, Manuel","Clement, Christophe",Blame,Rahy,,,,2016-08-07 18:00:00,2016-08-07 18:01:11.500
6,2016-08-07,MSW-F,5.5,D,7,12.0,Go Glam,"Santana, Ricardo","Asmussen, Steven",Tapizar,Gold Fever,CD 4-6/24/16 6,,,2016-08-07 18:00:00,2016-08-07 18:01:11.500
6,2016-08-07,MSW-F,5.5,D,8,43.0,Pinchpenny,"Saez, Luis","Pugh, Peter",Super Saver,Vindication,,,,2016-08-07 18:00:00,2016-08-07 18:01:11.500
6,2016-08-07,MSW-F,5.5,D,9,24.0,Tickety Boo,"Flores, David","Ward, Wesley",Giant's Causeway,Unbridled's Song,,,,2016-08-07 18:00:00,2016-08-07 18:01:11.500
10,2016-08-07,MSW-F,8.5,T,1,2.75,Coasted,"Lezcano, Jose","Gyarmati, Leah",Tizway,Malibu Moon,BEL 1-7/2/16 5,,,2016-08-07 22:00:00,2016-08-07 22:01:50.500
10,2016-08-07,MSW-F,8.5,T,2,6.9,Dream Dancing,"Ortiz, Irad","Casse, Mark",Tapit,Monarchos,,,,2016-08-07 22:00:00,2016-08-07 22:01:50.500
10,2016-08-07,MSW-F,8.5,T,3,5.4,Joust,"Ortiz, Jose","Clement, Christophe",War Front,Kingmambo,,,,2016-08-07 22:00:00,2016-08-07 22:01:50.500
10,2016-08-07,MSW-F,8.5,T,4,6.4,Awesome Boss,"Davis, Dylan","McPeek, Kenny",Street Boss,Awesome Again,BEL 7-7/16/16 3,,,2016-08-07 22:00:00,2016-08-07 22:01:50.500
10,2016-08-07,MSW-F,8.5,T,5,8.9,Miss Emma Maria,"Velazquez, John","Pletcher, Todd",Tiznow,Seeking the Gold,,,,2016-08-07 22:00:00,2016-08-07 22:01:50.500
10,2016-08-07,MSW-F,8.5,T,6,21.8,My Sweet Stella,"Geroux, Florent","Lukas, D. Wayne",Eskendereya,Songandaprayer,SAR 6-7/22/16 6,,,2016-08-07 22:00:00,2016-08-07 22:01:50.500
10,2016-08-07,MSW-F,8.5,T,7,4.6,So Fancy,"Castellano, Javier","Brown, Chad",Tapit,Speightstown,BEL 2-6/12/16 4,,,2016-08-07 22:00:00,2016-08-07 22:01:50.500
10,2016-08-07,MSW-F,8.5,T,8,11.0,Sugar and Te,"Alvarado, Junior","Mott, William",Galileo,Storm Cat,,,,2016-08-07 22:00:00,2016-08-07 22:01:50.500
10,2016-08-07,MSW-F,8.5,T,9,15.8,Malibu Bliss,"Rosario, Joel","Casse, Mark",Malibu Moon,Louis Quatorze,CD 6-6/24/16 8,,,2016-08-07 22:00:00,2016-08-07 22:01:50.500
10,2016-08-07,MSW-F,8.5,T,10,20.1,Unreal Baby,"Santana, Ricardo","Stall, Albert",Flatter,Victory Gallop,,,,2016-08-07 22:00:00,2016-08-07 22:01:50.500
2,2016-08-08,MSW-NY,6.0,D,1,4.2,Gold for the King,"Ortiz, Jose","Baker, Charlton",Posse,Gold Token,,,,2016-08-08 14:00:00,2016-08-08 14:01:18.000
2,2016-08-08,MSW-NY,6.0,D,2,1.45,Haul Anchor,"Alvarado, Junior","McLaughlin, Kiaran",Bernardini,Storm Cat,BEL 4-7/10/16 2,,,2016-08-08 14:00:00,2016-08-08 14:01:18.000
2,2016-08-08,MSW-NY,6.0,D,3,2.5,Minsky Moment,"Castellano, Javier","Brown, Chad",Flatter,Archers Bay,,,,2016-08-08 14:00:00,2016-08-08 14:01:18.000
2,2016-08-08,MSW-NY,6.0,D,4,29.0,Pat On the Back,"Davis, Dylan","McPeek, Kenny",Congrats,Awesome Again,,,,2016-08-08 14:00:00,2016-08-08 14:01:18.000
2,2016-08-08,MSW-NY,6.0,D,5,12.1,Follow the Signs,"Saez, Luis","Schettino, Dominick",Colonel John,Freud,BEL 2-6/17/16 2,,,2016-08-08 14:00:00,2016-08-08 14:01:18.000
2,2016-08-08,MSW-NY,6.0,D,6,13.7,Caledonian,"Santana, Ricardo","Terranova, John",Concord Point,Dehere,,,,2016-08-08 14:00:00,2016-08-08 14:01:18.000
2,2016-08-08,MSW-NY,6.0,D,7,10.3,Bartleby,"Velazquez, John","Hennig, Mark",Lemon Drop Kid,Elusive Quality,BEL 4-7/10/16 5,,,2016-08-08 14:00:00,2016-08-08 14:01:18.000
2,2016-08-08,MSW-NY,6.0,D,8,48.0,Count On America,"Carmouche, Kendrick","Demasi, Kathleen",American Lion,Sky Classic,,,,2016-08-08 14:00:00,2016-08-08 14:01:18.000
2,2016-08-08,MSW-NY,6.0,D,9,49.0,Party Paradise,"Davis, Jacqueline","Antonucci, Jena",Desert Party,Pulpit,,,,2016-08-08 14:00:00,2016-08-08 14:01:18.000
6,2016-08-08,MSW-NY,6.0,D,1,0.95,Syndergaard,"Velazquez, John","Pletcher, Todd",Majesticperfection,Gold Case,,,,2016-08-08 18:00:00,2016-08-08 18:01:18.000
6,2016-08-08,MSW-NY,6.0,D,2,2.1,Mission Command,"Ortiz, Irad","Rodriguez, Rudy",Mission Impazible,Tomorrows Cat,BEL 4-7/10/16 3,,,2016-08-08 18:00:00,2016-08-08 18:01:18.000
6,2016-08-08,MSW-NY,6.0,D,3,17.5,Heavy Meddle,"Alvarado, Junior","Mott, William",Medaglia d'Oro,Cherokee Run,,,,2016-08-08 18:00:00,2016-08-08 18:01:18.000
6,2016-08-08,MSW-NY,6.0,D,4,9.5,Tellmeafookystory,"Saez, Luis","Schettino, Dominick",Tale of Ekati,Distinctive Pro,BEL 4-7/10/16 3,,,2016-08-08 18:00:00,2016-08-08 18:01:18.000
6,2016-08-08,MSW-NY,6.0,D,5,17.5,Mr. Buff,"Arroyo, Angel","Kimmel, John",Friend or Foe,Speightstown,,,,2016-08-08 18:00:00,2016-08-08 18:01:18.000
6,2016-08-08,MSW-NY,6.0,D,6,13.4,New York's Finest,"Ortiz, Jose","Rice, Linda",City Zip,Yes It's True,,,,2016-08-08 18:00:00,2016-08-08 18:01:18.000
6,2016-08-08,MSW-NY,6.0,D,7,18.4,D'yer Mak'er,"Franco, Manuel","Zito, Nicholas",Soaring Empire,Dixie Brass,,,,2016-08-08 18:00:00,2016-08-08 18:01:18.000
6,2016-08-08,MSW-NY,6.0,D,8,26.5,Italian Syndicate,"Castellano, Javier","Maker, Michael",Girolamo,Giacomo,,,,2016-08-08 18:00:00,2016-08-08 18:01:18.000
6,2016-08-08,MSW-NY,6.0,D,9,15.6,Expediter,"Rosario, Joel","Ferraro, Anthony",Henny Hughes,Belong to Me,,,,2016-08-08 18:00:00,2016-08-08 18:01:18.000
6,2016-08-10,MSW-F-NY,6.0,D,1,26.0,Ransom Drop,"Lezcano, Jose","Ryerson, James",Regal Ransom,Phone Trick,,,,2016-08-10 18:00:00,2016-08-10 18:01:18.000
6,2016-08-10,MSW-F-NY,6.0,D,2,18.1,Bree's Got Heart,"Arroyo, Angel","Reid, Robert",Colonel John,Put It Back,,,,2016-08-10 18:00:00,2016-08-10 18:01:18.000
6,2016-08-10,MSW-F-NY,6.0,D,3,7.4,Tizza Temper,"Ortiz, Jose","Englehart, Jeremiah",Tiznow,Tapit,,,,2016-08-10 18:00:00,2016-08-10 18:01:18.000
6,2016-08-10,MSW-F-NY,6.0,D,4,3.4,High Jingo,"Castellano, Javier","Pompay, Teresa",Shackleford,Real Quiet,,,,2016-08-10 18:00:00,2016-08-10 18:01:18.000
6,2016-08-10,MSW-F-NY,6.0,D,5,3.1,Zenna,"Carmouche, Kendrick","Martin, Carlos",Majesticperfection,Fit to Fight,BEL 9-7/17/16 4,,,2016-08-10 18:00:00,2016-08-10 18:01:18.000
6,2016-08-10,MSW-F-NY,6.0,D,6,5.3,Carolina Courage,"Santana, Ricardo","Asmussen, Steven",Scat Daddy,Rockport Harbor,,,,2016-08-10 18:00:00,2016-08-10 18:01:18.000
6,2016-08-10,MSW-F-NY,6.0,D,7,2.95,Cha Cha Heels,"Ortiz, Irad","Rodriguez, Rudy",Mission Impazible,Yankee Victor,,,,2016-08-10 18:00:00,2016-08-10 18:01:18.000
6,2016-08-10,MSW-F-NY,6.0,D,8,19.2,Little Chiseler,"Franco, Manuel","Sciacca, Gary",Freud,Unbridled's Song,BEL 4-7/8/16 7,,,2016-08-10 18:00:00,2016-08-10 18:01:18.000
6,2016-08-10,MSW-F-NY,6.0,D,9,16.7,Scatter Point,"Saez, Luis","Contessa, Gary",Scat Daddy,Point Given,BEL 2-7/3/16 12,,,2016-08-10 18:00:00,2016-08-10 18:01:18.000
3,2016-08-11,MSW,5.5,T,1,8.1,Berks County,"Lezcano, Jose","Martin, Carlos",Lonhro,Meadowlake,,,,2016-08-11 15:00:00,2016-08-11 15:01:11.500
3,2016-08-11,MSW,5.5,T,2,2.75,Ventry Bay,"Flores, David","Ward, Wesley",Scat Daddy,Kingmambo,,,,2016-08-11 15:00:00,2016-08-11 15:01:11.500
3,2016-08-11,MSW,5.5,T,3,2.05,Caribou Club,"Franco, Manuel","Proctor, Thomas",City Zip,Broken Vow,LRL 1-7/17/16 2,,,2016-08-11 15:00:00,2016-08-11 15:01:11.500
3,2016-08-11,MSW,5.5,T,4,6.3,Gemologister,"Castillo, John","Mejia, Jaime",Gemologist,Rahy,SAR 1-7/30/16 7,,,2016-08-11 15:00:00,2016-08-11 15:01:11.500
3,2016-08-11,MSW,5.5,T,5,2.35,Bracket Creep,"Castellano, Javier","Brown, Chad",City Zip,Rahy,,,,2016-08-11 15:00:00,2016-08-11 15:01:11.500
3,2016-08-11,MSW,5.5,T,6,15.9,Hay Listen Up,"Geroux, Florent","Lukas, D. Wayne",Haynesfield,Kennedy Road,,,,2016-08-11 15:00:00,2016-08-11 15:01:11.500
3,2016-08-11,MSW,5.5,T,7,6.3,Stun,"Santana, Ricardo","Mejia, Jaime",Harlan's Holiday,Kris S.,,,,2016-08-11 15:00:00,2016-08-11 15:01:11.500
5,2016-08-12,MSW-F,5.5,T,1,19.1,Zero Zee,"Cancel, Eric","Weaver, George",High Cotton,Vindication,,,,2016-08-12 17:00:00,2016-08-12 17:01:11.500
5,2016-08-12,MSW-F,5.5,T,2,6.5,Malibu Stella,"Bravo, Joe","Wismer, Troy",Malibu Moon,Touch Gold,,,,2016-08-12 17:00:00,2016-08-12 17:01:11.500
5,2016-08-12,MSW-F,5.5,T,3,3.75,Compelled,"Ortiz, Irad","Proctor, Thomas",War Front,Dynaformer,,,,2016-08-12 17:00:00,2016-08-12 17:01:11.500
5,2016-08-12,MSW-F,5.5,T,4,2.15,Jumby Bay,"Velazquez, John","Pletcher, Todd",City Zip,Tiznow,SAR 6-7/22/16 4,,,2016-08-12 17:00:00,2016-08-12 17:01:11.500
5,2016-08-12,MSW-F,5.5,T,5,3.5,Victory to Victory,"Lezcano, Jose","Casse, Mark",Exchange Rate,Point Given,,,,2016-08-12 17:00:00,2016-08-12 17:01:11.500
5,2016-08-12,MSW-F,5.5,T,6,17.8,Elite Heir,"Carmouche, Kendrick","Ryerson, James",Wildcat Heir,Exchange Rate,,,,2016-08-12 17:00:00,2016-08-12 17:01:11.500
5,2016-08-12,MSW-F,5.5,T,7,14.4,Courtmewithcarats,"Saez, Luis","Lynch, Brian",Court Vision,Unbridled's Song,,,,2016-08-12 17:00:00,2016-08-12 17:01:11.500
5,2016-08-12,MSW-F,5.5,T,8,23.3,Cara Blythe,"Alvarado, Junior","Mott, William",Big Brown,Mr. Prospector,,,,2016-08-12 17:00:00,2016-08-12 17:01:11.500
5,2016-08-12,MSW-F,5.5,T,9,14.8,Banner Wave,"Ortiz, Jose","Morley, Thomas",Midshipman,Pulpit,,,,2016-08-12 17:00:00,2016-08-12 17:01:11.500
5,2016-08-12,MSW-F,5.5,T,10,22.6,Irish Fix,"Franco, Manuel","Motion, Graham",Paddy O'Prado,Intikhab,,,,2016-08-12 17:00:00,2016-08-12 17:01:11.500
2,2016-08-13,MSW,8.5,T,1,9.4,Good Samaritan,"Rosario, Joel","Mott, William",Harlan's Holiday,Pulpit,,,,2016-08-13 14:00:00,2016-08-13 14:01:50.500
2,2016-08-13,MSW,8.5,T,2,1.85,Ticonderoga,"Castellano, Javier","Brown, Chad",Tapit,Johar,,,,2016-08-13 14:00:00,2016-08-13 14:01:50.500
2,2016-08-13,MSW,8.5,T,3,14.5,Kiss the Toad,"Franco, Manuel","Morley, Thomas",Exchange Rate,Artax,BEL 2-7/1/16 4,,,2016-08-13 14:00:00,2016-08-13 14:01:50.500
2,2016-08-13,MSW,8.5,T,4,2.95,Harlan's Hunch,"Velazquez, John","Pletcher, Todd",Harlan's Holiday,Elusive Quality,BEL 2-7/14/16 2,,,2016-08-13 14:00:00,2016-08-13 14:01:50.500
2,2016-08-13,MSW,8.5,T,5,9.7,J.S. Choice,"Ortiz, Irad","Pletcher, Todd",Congrats,Empire Maker,,,,2016-08-13 14:00:00,2016-08-13 14:01:50.500
2,2016-08-13,MSW,8.5,T,6,2.95,Formula One,"Ortiz, Jose","McGaughey, Claude",Smart Strike,Unbridled's Song,,,,2016-08-13 14:00:00,2016-08-13 14:01:50.500
2,2016-08-13,MSW,8.5,T,7,59.75,Summer Causeway,"Castillo, John","Mejia, Jaime",Giant's Causeway,Siberian Summer,,,,2016-08-13 14:00:00,2016-08-13 14:01:50.500
2,2016-08-13,MSW,8.5,T,8,47.75,Menacing Dennis,"Carmouche, Kendrick","Sciacca, Gary",Greatness,Lost Soldier,,,,2016-08-13 14:00:00,2016-08-13 14:01:50.500
2,2016-08-13,MSW,8.5,T,9,55.0,Concatulations,"Santana, Ricardo","Contessa, Gary",Congrats,Bluegrass Cat,BEL 3-7/16/16 5,,,2016-08-13 14:00:00,2016-08-13 14:01:50.500
2,2016-08-13,MSW,8.5,T,10,28.0,Cairn,"Saez, Luis","Sharp, Joe",Gemologist,Langfuhr,,,,2016-08-13 14:00:00,2016-08-13 14:01:50.500
3,2016-08-13,MSW,7.0,D,1,3.05,Royal Copy,"Saez, Luis","Lukas, D. Wayne",Bodemeister,Meadowlake,SAR 6-7/23/16 2,,,2016-08-13 15:00:00,2016-08-13 15:01:31.000
3,2016-08-13,MSW,7.0,D,2,2.2,Pretty Boy Flash,"Ortiz, Irad","Asmussen, Steven",Gone Astray,Honour and Glory,SAR 6-7/23/16 3,,,2016-08-13 15:00:00,2016-08-13 15:01:31.000
3,2016-08-13,MSW,7.0,D,3,17.0,Lookin at Blessing,"Santana, Ricardo","Zito, Nicholas",Lookin at Lucky,Birdstone,SAR 6-7/23/16 7,,,2016-08-13 15:00:00,2016-08-13 15:01:31.000
